,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,xviii,xix,pre1950,post1950,Семантическая когорта
567,длинно,наречие,0,0,1,0,1,0,0,0,1.3023039873780697,3.23809992967484,3.989570802390835,3.6573183908792646,размер
568,длинно-длинно,наречие,0,0,1,0,1,0,0,0,0.0,0.013270901351126392,0.04177561049623911,0.021932943873338915,размер
569,длинно-предлинно,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,0.010443902624059778,0.0,размер
571,длинноватый,прилагательное,0,0,1,0,1,0,0,0,0.16278799842225872,0.35831433648041255,0.29242927347367376,0.745720091693523,размер
572,длиннущий,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,0.07310731836841844,0.06579883162001675,размер
573,длинный,прилагательное,0,0,1,0,1,0,0,0,48.83639952667762,200.35079769795513,234.05830170780368,181.65412439496123,размер
574,длинный-длинный,прилагательное,0,0,1,0,1,0,0,0,0.0,0.6502741662051933,0.6475219626917061,0.767653035566862,размер
575,длинный-предлинный,прилагательное,0,0,1,0,1,0,0,0,0.0,0.5706487580984348,0.25065366297743463,0.4386588774667783,размер
576,длиннющий,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,0.24020976035337488,2.8622491754707284,размер
589,доноситься,глагол,1,0,0,0,1,0,1,0,0.4883639952667762,14.916493118666065,31.35259567742745,23.320202573327602,звучать
597,дубак,существительное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.049349123715012565,температура
604,духан,существительное,1,0,0,0,0,1,0,0,0.0,0.4379397445871709,1.2010488017668743,0.7566865636301926,вонь
607,духмяный,прилагательное,1,0,0,0,0,1,0,0,0.0,0.0,0.10443902624059778,0.10966471936669457,запах
609,духовитый,прилагательное,1,0,0,0,0,1,0,0,0.0,0.10616721080901113,0.6892975731879453,0.36189357391009214,запах
610,духота,существительное,1,1,0,0,0,0,0,0,1.790667982644846,7.219370335012757,8.094024533646326,7.062407927215131,атмосфера
611,душисто,наречие,1,0,0,0,0,1,0,0,0.0,0.10616721080901113,0.29242927347367376,0.09321501146169038,запах
612,душистость,существительное,1,0,0,0,0,1,0,0,0.0,0.013270901351126392,0.020887805248119555,0.06031559565168203,запах
613,душистый,прилагательное,1,0,0,0,0,1,0,0,3.7441239637119508,11.2139116417018,13.56662950865365,8.241303660407098,запах
614,душок,существительное,1,0,0,0,0,1,0,0,0.16278799842225872,0.7298995743119516,1.2010488017668743,1.4749904754820422,вонь
615,дымчато-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.06635450675563195,0.11488292886465755,0.12611442727169878,цвет
616,дымчато-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.032899415810008374,цвет
617,дымчатый,прилагательное,1,0,1,0,0,0,0,0,0.9767279905335524,1.9773643013178326,3.3316049370750687,2.429073533972285,цвет
618,дюжий,прилагательное,1,0,1,0,0,0,0,0,1.6278799842225873,5.507424060717453,3.4256000606916066,2.089112903935532,размер 
619,едкий,прилагательное,0,1,0,1,0,1,1,0,3.9069119621342097,11.850914906555866,10.955653852638706,6.969192915753441,вонь
620,едко,наречие,0,1,0,1,0,1,1,0,0.16278799842225872,1.3669028391660183,2.109668330060075,1.2611442727169877,вонь
621,едкость,существительное,0,1,0,1,0,1,1,0,2.4418199763338806,0.9289630945788474,0.4490878128345704,0.15901384308170713,вонь
622,елевый,прилагательное,0,0,1,0,0,1,1,0,3.7441239637119508,0.05308360540450557,0.07310731836841844,0.016449707905004187,цвет
624,жар,существительное,1,1,0,0,0,0,1,0,54.533979471456675,44.15228879519751,24.82515653739009,15.429826014893926,атмосфера
625,жара,существительное,1,1,0,0,0,0,1,0,31.41808369549593,31.757266933245454,38.245571409306905,38.79937771193654,атмосфера
626,жареный,прилагательное,0,1,0,1,0,1,0,0,5.372003947934537,10.457470264687597,10.34990750044324,13.98225171925356,вкусный
628,жарища,существительное,1,1,0,0,0,0,0,0,0.0,0.18579261891576948,0.4490878128345704,0.5647733047384771,атмосфера
629,жаркий,прилагательное,1,1,0,0,0,0,1,0,20.67407579962686,21.12727495099322,26.736390717593032,19.695783598258345,атмосфера
630,жарко,наречие,1,1,0,0,0,0,0,0,4.2324879589787265,19.428599578049038,32.156776179480055,21.565567063460488,атмосфера
634,жарынь,существительное,1,1,0,0,0,0,0,0,0.0,0.14597991486239031,0.19843414985713578,0.0767653035566862,атмосфера
636,жгучесть,существительное,0,1,0,1,0,1,0,горячий,0.0,0.30523073107590704,0.35509268921803244,0.10966471936669457,осязание
637,жгучий,прилагательное,0,1,0,1,0,1,0,горячий,0.16278799842225872,13.098379633561748,16.250712483037013,8.334518671868787,осязание
639,желтенький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.032899415810008374,цвет
640,желтехонький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.0,0.0,цвет
643,желто-лимонный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.010443902624059778,0.021932943873338915,цвет
645,желтовато-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.11943811216013753,0.04177561049623911,0.054832359683347286,цвет
646,жемчужно-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.010443902624059778,0.027416179841673643,цвет
647,жемчужно-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.04177561049623911,0.2302959106700586,цвет
652,жирненький,прилагательное,0,1,1,0,0,0,0,0,0.0,0.1327090135112639,0.24020976035337488,0.17546355098671132,вкусный
660,жeсткий,прилагательное,0,1,0,1,1,1,1,0,0.0,0.0,0.0,0.016449707905004187,осязание
673,загрубелый,прилагательное,1,1,0,0,0,0,0,0,0.6511519936890349,0.7298995743119516,0.34464878659397263,0.10418148339835985,осязание
677,закаменелый,прилагательное,1,1,0,0,0,0,1,0,0.4883639952667762,0.03981270405337917,0.10443902624059778,0.1315976632400335,осязание
678,закиснуть,глагол,1,0,0,1,0,0,1,0,0.4883639952667762,0.25214712567140146,0.5430829364511084,0.548323596833473,вкусный
680,закругление,существительное,1,0,1,0,0,0,0,0,0.0,0.25214712567140146,0.7415170863082441,0.44414211343511306,форма
682,закруглить,глагол,1,0,1,0,0,0,0,0,0.0,1.6057790634862934,1.691912225097684,1.9355822968221592,форма
685,заливаться,глагол,1,0,0,0,1,0,1,0,0.9767279905335524,13.098379633561748,10.005258713849267,5.77384747465647,звучать
701,замутнившийся,причастие,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.005483235968334729,свет
706,запах,существительное,1,0,0,0,0,1,0,0,27.83674773020624,48.94308418295414,85.85932347239543,104.75173993906665,запах
709,запашисто,наречие,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.010966471936669457,запах
710,запашистый,прилагательное,1,0,0,0,0,1,0,0,0.0,0.026541802702252783,0.093995123616538,0.09869824743002513,запах
711,запашок,существительное,1,0,0,0,0,1,0,0,0.0,0.11943811216013753,0.187990247233076,0.5812230126434813,вонь
721,засолить,глагол,1,0,0,1,0,0,0,0,0.0,0.013270901351126392,0.49086342333080946,0.8718345189652219,вкусный
727,застылый,причастие,1,1,0,0,0,0,0,0,0.32557599684451743,5.188922428290419,12.396912414758955,13.47231077419843,температура
728,засуха,существительное,1,1,0,0,0,0,0,0,8.302187919535195,5.374715047206188,5.347278143518606,5.65869951932144,атмосфера
729,засушливый,прилагательное,1,1,0,0,0,0,0,0,0.0,0.11943811216013753,0.8250683073007223,2.610020320927331,атмосфера
730,засыреть,глагол,1,1,0,0,0,0,0,0,0.0,0.013270901351126392,0.03133170787217933,0.010966471936669457,атмосфера
733,затверделый,прилагательное,1,1,0,0,0,0,0,0,3.0929719700229157,0.3450434351292862,0.10443902624059778,0.06031559565168203,осязание
734,затвердеть,глагол,1,1,0,0,0,0,0,0,3.7441239637119508,0.4777524486405501,1.3263756332555916,2.2316770391122347,осязание
742,затхло,наречие,0,0,0,1,0,1,0,0,0.0,0.013270901351126392,0.17754634460901622,0.08773177549335566,запах
743,затхлый,прилагательное,1,0,0,1,0,1,0,0,0.6511519936890349,2.0171770053712117,3.007843955729216,2.2974758707322516,запах
748,зачерствелый,прилагательное,1,1,0,0,0,0,1,0,0.0,0.42466884323604454,0.15665853936089666,0.08773177549335566,вкусный
749,зачерстветь,глагол,1,1,0,0,0,0,1,0,0.0,0.6370032648540668,0.30287317609773357,0.40027622568843524,вкусный
753,звенеть,глагол,1,0,0,0,1,0,0,0,0.9767279905335524,11.558955076831086,28.741620021412505,16.06039815125242,звучать
755,звенящий,причастие,1,0,0,0,1,0,0,0,0.6511519936890349,1.725217175646431,5.963468398338133,3.980829313011013,звучать
756,звон,существительное,1,0,0,0,1,0,0,0,19.86013580751556,28.121039963036825,47.44664962110357,24.334601227469527,звучать
757,звонить,глагол,1,0,0,0,1,0,0,0,2.279031977911622,14.239677149758618,46.987117905644936,116.73261052987804,звучать
758,звонкий,прилагательное,1,0,0,0,1,0,0,0,2.4418199763338806,17.424693474028953,23.603219930375097,12.079568838241409,звучать
759,звонко,наречие,1,0,0,0,1,0,0,0,0.4883639952667762,7.949269909324708,16.198492969916714,7.117240286898478,звучать
760,звонкость,существительное,1,0,0,0,1,0,0,0,0.0,0.11943811216013753,0.375980494466152,0.4222091695617741,звучать
761,звонок,существительное,1,0,0,0,1,0,0,0,0.6511519936890349,24.5378965982327,43.75995199481047,74.5062103377323,звучать
763,звук,существительное,1,0,0,0,1,0,0,0,41.51093959767597,131.47481968560916,150.97705633340811,122.69837126342622,звучать
764,звучание,существительное,0,0,0,0,1,1,0,аромат,0.16278799842225872,0.4777524486405501,3.7284732367893407,11.657359668679634,звучать
765,звучок,существительное,1,0,0,0,1,0,0,0,0.0,0.0,0.03133170787217933,0.07128206758835147,звучать
766,звяга,существительное,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.016449707905004187,звучать
768,здоровенный,прилагательное,1,0,1,0,0,0,0,0,0.0,4.950046203970144,5.869473274721595,10.275584204659282,размер 
771,зелененький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.0,0.005483235968334729,цвет
772,зеленехонький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.0,0.005483235968334729,цвет
775,зеленовато-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.25214712567140146,0.4073122023383313,0.2083629667967197,цвет
776,зеленоватый,прилагательное,1,0,1,0,0,0,0,0,4.883639952667761,4.950046203970144,11.582288010082292,7.671047119700286,цвет
780,зелeный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.005483235968334729,цвет
781,землисто-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.12532683148871732,0.09869824743002513,цвет
783,землистый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.088213910792364,2.631863461263064,1.2446945648119834,цвет
788,златой,прилагательное,1,0,1,0,0,0,0,0,32.069235689184964,3.1584745215680816,1.4099268542480698,0.8553848110602178,цвет
789,зловоние,существительное,1,0,0,0,0,1,0,0,2.930183971600657,1.831384386455442,2.3812097982856293,1.1459963173819583,вонь
790,зловонно,наречие,1,0,0,0,0,1,0,0,0.0,0.013270901351126392,0.06266341574435866,0.09321501146169038,вонь
791,зловонный,прилагательное,1,0,0,0,0,1,0,0,0.4883639952667762,1.61904996483742,2.851185416368319,2.33037528654226,вонь
793,знобкий,прилагательное,1,1,0,0,0,0,0,0,0.0,0.026541802702252783,0.21932195510525532,0.25222885454339755,температура
794,знобко,наречие,1,1,0,0,0,0,0,0,0.0,0.026541802702252783,0.06266341574435866,0.2412623826067281,температура
795,зной,существительное,1,1,0,0,0,0,0,0,16.27879984222587,10.44419936333647,13.190649014187498,6.766313184925056,атмосфера
796,знойкий,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.06266341574435866,0.25222885454339755,атмосфера
797,знойно,наречие,1,1,0,0,0,0,0,0,0.0,0.2786889283736542,0.8564000151729017,0.21384620276505445,атмосфера
798,знойный,существительное,1,1,0,0,0,0,1,0,5.372003947934537,6.316949043136163,8.41778551499218,4.682683516957859,атмосфера
799,золотенький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.1327090135112639,0.19843414985713578,0.10418148339835985,цвет
800,золотисто-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.06635450675563195,0.15665853936089666,0.06031559565168203,цвет
801,золотистый,прилагательное,1,0,1,0,0,0,0,0,0.9767279905335524,7.8829154025690755,14.349922205458133,11.876689107413023,цвет
820,зябко,наречие,1,1,0,0,0,0,0,0,0.0,0.18579261891576948,2.548312240270586,4.381105538699448,температура
823,избура-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.0,0.0,цвет
824,известково-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.010443902624059778,0.016449707905004187,цвет
826,изгиб,существительное,0,1,1,0,0,0,0,гибкий,2.279031977911622,5.613591271526463,6.412556211172703,7.786195075035315,форма
827,изгибать,глагол,0,1,1,0,0,0,0,гибкий,0.4883639952667762,0.22560532296914865,0.751960988932304,0.9266668786485692,форма
828,изгибаться,глагол,0,1,1,0,0,0,0,гибкий,1.139515988955811,2.601096664820773,3.8015805551577593,3.284458345032503,форма
836,издавание,существительное,1,0,0,0,1,0,0,0,0.0,0.06635450675563195,0.010443902624059778,0.0,звучать
842,изжелта-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.04177561049623911,0.016449707905004187,цвет
843,иззелена-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.0,цвет
858,изумрудный,прилагательное,1,0,1,0,0,0,1,0,0.4883639952667762,2.9461400999500587,5.921692787841894,4.841697360039566,цвет
865,индиго,прилагательное,1,0,1,0,0,0,1,0,1.139515988955811,1.154568417547996,0.2715414682255542,1.41467487983036,цвет
866,индиговый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.013270901351126392,0.06266341574435866,0.1151479553350293,цвет
874,искривить,глагол,1,0,1,0,0,0,0,0,2.1162439794893633,2.9992237053545647,3.718029334165281,2.807416815787381,форма
875,искривиться,глагол,1,0,1,0,0,0,0,0,0.16278799842225872,0.8891503905254683,1.0026146519097385,0.5538068328018076,форма
876,искривление,существительное,1,0,1,0,0,0,0,0,0.0,0.5573778567473084,1.0548341650300375,1.2556610367486531,форма
887,иссера-белый,прилагательное,1,0,1,0,0,0,0,0,0.16278799842225872,0.013270901351126392,0.0,0.0,цвет
888,иссера-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.020887805248119555,0.0,цвет
895,иссиня-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.1357707341127771,0.08224853952502094,цвет
896,иссиня-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.010966471936669457,цвет
908,исчерна-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.010443902624059778,0.010966471936669457,цвет
909,исчерна-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.06266341574435866,0.016449707905004187,цвет
910,исчерна-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.005483235968334729,цвет
913,какофония,существительное,1,0,0,0,1,0,0,0,0.0,0.19906352026689586,0.8041805020526028,0.9814992383319164,музыка
917,камертон,существительное,1,0,0,0,1,0,0,0,0.0,1.6986753729441781,1.169717093894695,1.2666275086853225,музыка
919,канареечный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.3450434351292862,0.8041805020526028,0.6141224284534896,цвет
921,караковый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.5308360540450556,0.7624048915563637,0.12611442727169878,цвет
922,карамельный,прилагательное,1,0,0,1,0,1,0,0,0.0,0.0,0.03133170787217933,0.3947929897201005,вкусный
923,карий,прилагательное,1,0,1,0,0,0,0,0,3.0929719700229157,5.096026118832534,7.352507447338083,5.34615506912636,цвет
925,кармазинный,прилагательное,1,0,1,0,0,0,0,0,0.9767279905335524,0.5042942513428029,0.1357707341127771,0.005483235968334729,цвет
927,карминный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.1357707341127771,0.20287973082838495,цвет
928,карминово-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.03981270405337917,0.0,0.016449707905004187,цвет
929,карминовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.06635450675563195,0.12532683148871732,0.08224853952502094,цвет
935,каштаново-бурый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.0,цвет
936,каштаново-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.010966471936669457,цвет
937,каштаново-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.005483235968334729,цвет
940,каштановый,прилагательное,1,0,1,0,0,0,0,0,4.720851954245503,3.3708089431861037,8.344678196623763,7.539449456460252,цвет
941,квадрат,существительное,1,0,1,0,0,0,0,0,21.162439794893633,5.082755217481409,11.958268504548444,19.778032137783367,форма
942,квадратный,прилагательное,1,0,1,0,0,0,0,0,11.557947887980369,8.93131660930806,16.752019808991882,28.359296428227218,форма
944,квас,существительное,0,0,0,1,0,1,1,0,18.557831820137494,15.221723849741972,9.994814811225206,5.313255653316353,вкусный
947,квашеный,прилагательное,1,0,0,1,0,0,0,0,0.8139399921112936,0.5175651526939292,0.5326390338270486,2.12201231974554,вкусный
949,киноварно-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.005483235968334729,цвет
950,киноварный,прилагательное,1,0,1,0,0,0,1,0,0.32557599684451743,0.03981270405337917,0.12532683148871732,0.15901384308170713,цвет
951,кипенный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,0.07310731836841844,0.0767653035566862,цвет
954,кирпично-красный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.1327090135112639,0.375980494466152,0.21932943873338914,цвет
956,кисленький,прилагательное,1,0,0,1,0,0,0,0,0.0,0.7298995743119516,1.0652780676540972,0.3947929897201005,вкусный
958,кислинка,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.07310731836841844,0.2741617984167365,вкусный
959,кисло,наречие,1,0,0,1,0,0,0,0,0.4883639952667762,1.6986753729441781,2.3812097982856293,2.2919926347639166,вкусный
960,кисловато,наречие,1,0,0,1,0,0,0,0,0.0,0.10616721080901113,0.093995123616538,0.1151479553350293,вкусный
961,кислота,существительное,1,0,0,1,0,0,1,0,13.83697986589199,88.87522634849344,17.796410071397858,37.225688989024476,вкусный
962,кислотность,существительное,1,0,0,1,0,0,0,0,0.0,0.2786889283736542,0.43864391021051063,1.8752667011704773,вкусный
963,кислый,прилагательное,1,0,0,1,0,0,1,0,16.27879984222587,17.87590411996725,13.879946587375445,13.4832772461351,вкусный
964,кислятина,существительное,1,0,0,1,0,0,0,0,0.0,0.676815968907446,0.5013073259548693,0.6963709679785106,вкусный
969,колкий,прилагательное,1,1,0,0,0,0,1,0,2.279031977911622,2.6939929742786575,1.9007902775788796,1.5462725430703936,осязание
970,колко,наречие,1,1,0,0,0,0,1,0,0.16278799842225872,0.8891503905254683,0.41775610496239113,0.2960947422900754,осязание
973,колоритный,прилагательное,0,0,1,1,0,1,0,0,0.0,0.30523073107590704,1.127941483398456,3.7889160541192974,яркость
974,колотун,существительное,1,1,0,0,0,0,1,0,0.0,0.0,0.010443902624059778,0.27964503438507116,температура
977,колючий,прилагательное,1,1,0,0,0,0,0,0,2.7673959731783984,5.268547836397177,16.48047834076633,19.180359417234882,осязание
978,колющий,прилагательное,1,1,0,0,0,0,0,0,1.139515988955811,0.1725217175646431,1.169717093894695,1.0418148339835984,осязание
989,кораллово-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.03981270405337917,0.020887805248119555,0.06031559565168203,цвет
990,кораллово-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.005483235968334729,цвет
992,коралловый,прилагательное,1,0,1,0,0,0,1,0,1.139515988955811,1.28727743105926,2.31854638254127,2.4564897138139585,цвет
994,коричневатый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.14597991486239031,0.38642439709021176,1.453057531608703,цвет
995,коричневенький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.020887805248119555,0.032899415810008374,цвет
996,коричнево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.04177561049623911,0.010966471936669457,цвет
997,коричнево-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.12532683148871732,0.07128206758835147,цвет
998,коричневый,прилагательное,1,0,1,0,0,0,0,0,0.16278799842225872,10.019530520100425,23.665883346119454,26.3195326480067,цвет
1001,коротенек,наречие,0,0,1,0,1,0,0,0,0.16278799842225872,0.7697122783653307,0.19843414985713578,0.2412623826067281,размер
1003,коротенький,прилагательное,0,0,1,0,1,0,0,0,2.6046079747561395,15.181911145688593,11.968712407172504,6.497634622476654,размер
1005,короткий,прилагательное,0,0,1,0,1,0,0,0,60.394347414657986,93.9845233686771,118.20408989910855,126.14184345154044,размер
1006,коротко,наречие,0,0,1,0,1,0,0,0,19.86013580751556,24.02033144553877,25.211580934480303,29.614957464975873,размер
1008,коротковатый,прилагательное,0,0,1,0,1,0,0,0,0.0,0.06635450675563195,0.14621463673683688,1.0089154181735902,размер
1011,корявый,прилагательное,1,0,1,0,0,0,0,0,0.4883639952667762,2.8665146918433004,8.470005028112478,6.996609095595114,форма
1013,красненький,прилагательное,1,0,1,0,0,0,0,0,0.9767279905335524,3.3840798445372298,2.8302976111201996,1.5627222509753977,цвет
1014,краснехонький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.010443902624059778,0.005483235968334729,цвет
1015,красно-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.07962540810675835,0.32376098134585307,1.1788957331919667,цвет
1016,красно-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.03981270405337917,0.11488292886465755,0.21384620276505445,цвет
1017,красно-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.16278799842225872,0.21233442161802227,0.093995123616538,0.14256413517670294,цвет
1019,красновато-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.1592508162135167,0.093995123616538,0.23577914663839333,цвет
1020,красновато-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.010443902624059778,0.049349123715012565,цвет
1021,красновато-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.020887805248119555,0.021932943873338915,цвет
1022,красновато-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.03981270405337917,0.08355122099247822,0.032899415810008374,цвет
1023,красновато-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.013270901351126392,0.0,0.010966471936669457,цвет
1024,красный,прилагательное,1,0,1,0,0,0,0,0,159.53223845381353,199.54127271553642,420.68039769712783,268.37698447014327,цвет
1026,красный-прекрасный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.0,0.049349123715012565,цвет
1027,красочно,наречие,0,0,1,1,0,0,1,светлый,0.0,0.0,1.451702464744309,2.056213488125523,яркость
1028,красочность,существительное,0,0,1,1,0,0,1,0,0.0,0.0,0.9190634309172604,0.6250889003901591,яркость
1029,красочный,прилагательное,0,0,1,1,0,0,1,яркий,1.3023039873780697,0.1725217175646431,7.01830256336817,8.29065278412211,яркость
1032,кремово-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.032899415810008374,цвет
1034,кремово-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.021932943873338915,цвет
1035,кремовый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.013270901351126392,1.451702464744309,2.5058388375289713,цвет
1039,кривой,прилагательное,1,0,1,0,0,0,0,0,20.18571180436008,6.95395230799023,13.681512437518307,10.62102807066437,форма
1040,кроваво-красный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.3317725337781598,1.0548341650300375,0.9376333505852387,цвет
1041,кропкий,прилагательное,1,1,0,0,0,0,0,0,0.9767279905335524,0.0,0.0,0.0,осязание
1042,крохкий,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.010443902624059778,0.016449707905004187,осязание
1044,крохотность,существительное,1,0,1,0,0,0,0,0,0.0,0.026541802702252783,0.010443902624059778,0.0383826517783431,размер
1045,крохотный,прилагательное,1,0,1,0,0,0,0,0,0.0,3.9679995039867912,14.015717321488221,23.627263787554348,размер
1047,крошечность,существительное,1,0,1,0,0,0,0,0,0.0,0.0,0.020887805248119555,0.049349123715012565,размер
1048,крошечный,прилагательное,1,0,1,0,0,0,0,0,0.32557599684451743,19.335703268591153,19.822527180465457,21.85617856978223,размер
1049,круг,существительное,1,0,1,0,0,0,0,0,98.32395104704428,115.56300896560862,158.98752964606197,149.3578645414697,форма
1052,круглый,прилагательное,1,0,1,0,0,0,0,0,51.44100750143376,59.3872835462906,87.4990161843728,73.62340934683041,форма
1054,крючковатый,прилагательное,1,0,1,0,0,0,0,0,0.16278799842225872,1.0749430094412378,1.8694585697067,0.9760160023635818,форма
1055,кумачный,прилагательное,1,0,1,0,0,0,0,0,0.32557599684451743,0.9555048972811002,0.5326390338270486,0.0383826517783431,цвет
1056,кумачовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.42466884323604454,1.3785951463758905,1.0418148339835984,цвет
1059,лазоревый,прилагательное,1,0,1,0,0,0,0,0,5.697579944779055,1.9375515972644535,1.9530097906991781,0.8937674628385609,цвет
1060,лазуревый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.10616721080901113,0.04177561049623911,0.005483235968334729,цвет
1061,лазурно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.020887805248119555,0.032899415810008374,цвет
1062,лазурно-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.03133170787217933,0.005483235968334729,цвет
1063,лазурный,прилагательное,1,0,1,0,0,0,0,0,0.16278799842225872,1.6986753729441781,3.718029334165281,2.6374365007690046,цвет
1064,лакомый,прилагательное,1,0,0,1,0,0,1,0,4.395275957400985,5.374715047206188,2.3916537009096888,2.6045370849589964,вкусный
1073,леденящий,прилагательное,1,1,0,0,0,0,1,0,0.0,0.9555048972811002,1.8694585697067,2.3029591067005866,температура
1074,ледышка,существительное,1,1,0,0,0,0,0,0,0.0,0.09289630945788474,0.3133170787217933,0.7183039118518495,температура
1075,ледяной,прилагательное,1,1,0,0,0,0,0,0,5.534791946356797,16.084332437565187,36.52232747633704,34.796615455052184,температура
1077,лилейный,прилагательное,1,0,1,0,0,0,0,0,0.8139399921112936,0.4512106459382973,0.21932195510525532,0.2960947422900754,цвет
1078,лиловатый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.2786889283736542,1.3890390489999502,0.586706248611816,цвет
1079,лиловый,прилагательное,1,0,1,0,0,0,0,0,1.6278799842225873,5.188922428290419,14.830341726164884,9.984972698337542,цвет
1082,лимонный,прилагательное,0,0,1,1,0,0,0,0,2.7673959731783984,3.1452036202169547,2.7363024875036617,5.87802895805483,цвет
1083,ломкий,прилагательное,1,1,0,0,0,0,0,0,0.8139399921112936,0.4644815472894237,1.8694585697067,2.796450343850712,осязание
1084,ломко,наречие,1,1,0,0,0,0,0,0,0.32557599684451743,0.026541802702252783,0.08355122099247822,0.1480473711450377,осязание
1089,лунно-белый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,0.020887805248119555,0.016449707905004187,цвет
