,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,xviii,xix,pre1950,post1950,Семантическая когорта
91,беловато-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,1.0,3.0,цвет
92,беловато-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,2.0,2.0,цвет
96,белоснежный,прилагательное,1,0,1,0,0,0,0,0,1.0,295.0,775.0,1930.0,цвет
98,белый,прилагательное,1,0,1,0,0,0,0,0,1445.0,18078.0,39013.0,57917.0,цвет
99,белый-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,7.0,49.0,148.0,цвет
100,белый-пребелый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,0.0,5.0,цвет
103,беспроглядный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,4.0,5.0,свет
106,бессолнечный,прилагательное,1,0,1,0,0,0,1,0,1.0,6.0,28.0,50.0,свет
110,бесцветный,прилагательное,1,0,1,0,0,0,0,0,2.0,768.0,813.0,1410.0,цвет
115,бит,существительное,1,0,0,0,1,0,1,0,2.0,14.0,10.0,92.0,музыка
118,благовоние,существительное,1,0,0,0,0,1,0,0,42.0,133.0,128.0,428.0,запах
119,благовонный,прилагательное,1,0,0,0,0,1,0,0,104.0,225.0,136.0,129.0,запах
120,благозвучие,существительное,1,0,0,0,1,0,0,0,0.0,27.0,30.0,54.0,музыка
127,благоухание,существительное,1,0,0,0,0,1,0,0,91.0,434.0,368.0,260.0,запах
129,благоуханный,прилагательное,1,0,0,0,0,1,0,0,39.0,152.0,228.0,215.0,запах
130,благоухать,глагол,1,0,0,0,0,1,0,0,15.0,323.0,538.0,728.0,запах
131,благоухающий,прилагательное,1,0,0,0,0,1,0,0,1.0,0.0,0.0,3.0,запах
135,блакитный,прилагательное,1,0,1,0,0,0,0,0,2.0,2.0,6.0,11.0,цвет
136,бланжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,3.0,0.0,цвет
137,бледно-бежевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,цвет
138,бледно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,67.0,160.0,191.0,цвет
140,бледно-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,6.0,10.0,цвет
141,бледно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,61.0,141.0,186.0,цвет
142,бледно-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,13.0,38.0,40.0,цвет
147,блекло-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,3.0,17.0,цвет
149,блекло-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,2.0,цвет
150,блекло-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,цвет
151,блекло-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,6.0,цвет
153,блеклый,прилагательное,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,цвет
154,блеск,существительное,1,0,1,0,0,0,0,0,162.0,4018.0,4990.0,5744.0,яркость
155,блестеть,глагол,1,0,1,0,0,0,0,0,14.0,1948.0,4573.0,4021.0,яркость
156,блестяще-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,1.0,2.0,цвет
158,блестящий,прилагательное,1,0,1,0,0,0,0,0,180.0,6453.0,8409.0,8711.0,яркость
159,блик,существительное,1,0,1,0,0,0,0,0,1.0,40.0,394.0,1038.0,яркость
171,большенный,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,2.0,4.0,размер 
172,большой,прилагательное,1,0,1,0,0,0,0,0,6242.0,83437.0,125268.0,237375.0,размер 
173,большой-большой,прилагательное,1,0,1,0,0,0,0,0,0.0,8.0,23.0,52.0,размер 
174,большой-пребольшой,прилагательное,1,0,1,0,0,0,0,0,0.0,7.0,11.0,26.0,размер 
175,большущий,прилагательное,1,0,1,0,0,0,0,0,0.0,216.0,248.0,440.0,размер 
177,бордовый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,36.0,526.0,цвет
183,броский,прилагательное,1,0,1,0,0,0,0,0,1.0,0.0,31.0,444.0,яркость
184,броско,наречие,1,0,1,0,0,0,0,0,0.0,0.0,5.0,97.0,яркость
185,броскость,существительное,1,0,1,0,0,0,0,0,0.0,0.0,3.0,34.0,яркость
189,бруснично-красный,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,цвет
192,бунчать,глагол,1,0,0,0,1,0,0,0,0.0,2.0,1.0,1.0,голос
194,бунчить,глагол,1,0,0,0,1,0,0,0,0.0,0.0,5.0,0.0,голос
195,бурдон,существительное,1,0,0,0,1,0,0,0,0.0,17.0,9.0,26.0,музыка
198,буро-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,12.0,35.0,32.0,цвет
199,буро-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,15.0,10.0,цвет
201,буровато-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,цвет
202,бурый,прилагательное,1,0,1,0,0,0,0,0,12.0,611.0,1202.0,1981.0,цвет
205,васильковый,прилагательное,1,0,1,0,0,0,1,0,11.0,33.0,99.0,219.0,цвет
208,велий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,размер 
209,великанский,прилагательное,1,0,1,0,0,0,0,0,0.0,13.0,14.0,83.0,размер 
212,великоватый,прилагательное,1,0,1,0,0,0,0,0,4.0,0.0,20.0,228.0,размер 
218,вердепомовый,прилагательное,1,0,1,0,0,0,1,0,0.0,3.0,0.0,0.0,цвет
227,веять,глагол,1,0,0,0,0,1,1,0,74.0,1235.0,1637.0,1395.0,запах
256,вкус,существительное,1,0,0,1,0,0,1,0,761.0,6878.0,5997.0,14658.0,вкусный
258,вкусить,глагол,1,0,0,1,0,0,0,0,84.0,483.0,369.0,615.0,вкусный
260,вкусненький,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,14.0,207.0,вкусный
261,вкусно,наречие,1,0,0,1,0,0,0,0,11.0,314.0,679.0,1950.0,вкусный
262,вкуснота,существительное,1,0,0,1,0,0,0,0,0.0,0.0,3.0,43.0,вкусный
263,вкуснотень,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,4.0,вкусный
264,вкуснотища,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,28.0,вкусный
265,вкусный,прилагательное,1,0,0,1,0,0,0,0,87.0,1380.0,1887.0,5118.0,вкусный
266,вкуснющий,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,9.0,вкусный
267,вкуснятина,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,85.0,вкусный
268,вкусняшка,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,21.0,вкусный
269,вкусовой,прилагательное,1,0,0,1,0,0,0,0,0.0,45.0,147.0,808.0,вкусный
270,вкушение,существительное,1,0,0,1,0,0,0,0,21.0,48.0,62.0,83.0,вкусный
271,влага,существительное,1,1,0,0,0,0,0,0,57.0,638.0,1268.0,3163.0,осязание
272,влажность,существительное,1,1,0,0,0,0,0,0,109.0,203.0,223.0,1403.0,атмосфера
273,влажный,прилагательное,1,1,0,0,0,0,0,0,71.0,858.0,2384.0,4615.0,атмосфера
278,воблый,прилагательное,0,1,1,0,0,0,0,0,0.0,0.0,10.0,0.0,форма
279,возглас,существительное,1,0,0,0,1,0,0,0,4.0,1354.0,2120.0,1716.0,голос
282,вокал,существительное,1,0,0,0,1,0,0,0,0.0,0.0,4.0,338.0,голос
283,волглый,прилагательное,1,1,0,0,0,0,0,0,0.0,3.0,27.0,150.0,атмосфера
284,вонизм,существительное,1,0,0,0,0,1,0,0,0.0,0.0,0.0,3.0,вонь
286,вонища,существительное,1,0,0,0,0,1,0,0,0.0,6.0,26.0,57.0,вонь
288,вонь,существительное,1,0,0,0,0,1,0,0,20.0,365.0,527.0,1108.0,вонь
289,вонький,прилагательное,1,0,0,0,0,1,0,0,0.0,1.0,15.0,27.0,вонь
291,вонючий,прилагательное,1,0,0,0,0,1,0,0,18.0,484.0,791.0,1799.0,вонь
292,вонючка,существительное,1,0,0,0,0,1,0,0,0.0,5.0,10.0,267.0,вонь
294,воняльный,прилагательное,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,вонь
306,востренький,прилагательное,1,1,0,0,0,0,0,0,0.0,31.0,31.0,22.0,осязание
307,вострый,прилагательное,1,1,0,0,0,0,0,0,17.0,415.0,305.0,315.0,осязание
313,вскрик,существительное,1,0,0,0,1,0,0,0,0.0,27.0,288.0,485.0,голос
314,вскрикивать,глагол,1,0,0,0,1,0,0,0,3.0,513.0,807.0,778.0,голос
316,вскрикнуть,глагол,1,0,0,0,1,0,0,0,6.0,3290.0,2169.0,1997.0,голос
319,всплеск,существительное,1,0,0,0,1,0,0,0,0.0,148.0,407.0,1735.0,звучать
321,втора,существительное,1,0,0,0,1,0,0,0,39.0,217.0,114.0,215.0,музыка
333,выкрик,существительное,1,0,0,0,1,0,0,0,0.0,83.0,738.0,859.0,голос
334,выкрикивать,глагол,1,0,0,0,1,0,0,0,1.0,407.0,1198.0,1665.0,голос
337,выкрикнуть,глагол,1,0,0,0,1,0,0,0,0.0,115.0,752.0,1614.0,голос
343,вымокнуть,глагол,1,1,0,0,0,0,0,0,1.0,53.0,166.0,287.0,атмосфера
346,выпукло,наречие,0,1,1,0,0,0,0,0,1.0,39.0,147.0,162.0,форма
347,выпуклость,существительное,0,1,1,0,0,0,0,0,7.0,135.0,249.0,330.0,форма
348,выпуклый,прилагательное,0,1,1,0,0,0,0,0,14.0,442.0,1101.0,1783.0,форма
358,высокий,прилагательное,0,0,1,0,1,0,0,0,2783.0,39617.0,52011.0,97144.0,размер
362,высоченный,прилагательное,0,0,1,0,1,0,0,0,0.0,6.0,114.0,777.0,размер
368,вытянутый,прилагательное,1,0,1,0,0,0,0,0,32.0,434.0,984.0,2386.0,размер
370,вяжущий,причастие,0,1,0,1,0,0,0,0,5.0,38.0,53.0,221.0,вкусный
371,вязкий,прилагательное,0,1,0,1,0,0,0,0,33.0,109.0,324.0,985.0,вещество
372,вязко,наречие,0,1,0,1,0,0,0,0,10.0,12.0,25.0,52.0,вещество
373,вязкость,существительное,0,1,0,1,0,0,0,0,14.0,22.0,43.0,726.0,вещество
377,габаритный,прилагательное,0,1,1,0,0,0,0,0,0.0,0.0,6.0,180.0,размер 
385,гам,существительное,1,0,0,0,1,0,0,0,87.0,545.0,506.0,498.0,звучать
386,гамма,существительное,1,0,0,0,1,0,0,0,0.0,151.0,435.0,1702.0,музыка
388,гвалт,существительное,1,0,0,0,1,0,0,0,0.0,292.0,305.0,356.0,звучать
397,гигантский,прилагательное,1,0,1,0,0,0,0,0,3.0,777.0,2560.0,7969.0,размер 
401,гладенький,прилагательное,1,1,1,0,0,0,0,0,1.0,48.0,58.0,126.0,осязание
402,гладкий,прилагательное,1,1,1,0,0,0,1,0,168.0,1669.0,2334.0,4224.0,осязание
403,гладко,наречие,1,1,1,0,0,0,1,0,32.0,711.0,1397.0,1627.0,осязание
404,гладчайший,прилагательное,1,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,осязание
409,глас,существительное,1,0,0,0,1,0,0,0,844.0,997.0,549.0,944.0,звучать
417,глиссандо,существительное,1,0,0,0,1,0,0,0,0.0,0.0,6.0,30.0,музыка
425,глубина,существительное,0,0,1,1,1,0,0,0,626.0,7504.0,12796.0,22844.0,размер
427,глубокий-глубокий,прилагательное,0,0,1,1,1,0,0,0,0.0,3.0,20.0,15.0,размер
428,глубокий-преглубокий,прилагательное,0,0,1,1,1,0,0,0,0.0,1.0,0.0,0.0,размер
429,глубоко,наречие,0,0,1,1,1,0,0,0,166.0,6263.0,9144.0,11276.0,размер
430,глубоко-глубоко,наречие,0,0,1,1,1,0,0,0,0.0,32.0,48.0,58.0,размер
432,глубоконек,прилагательное,0,0,1,1,1,0,0,0,0.0,0.0,1.0,0.0,размер
433,глубоконький,прилагательное,0,0,1,1,1,0,0,0,0.0,0.0,1.0,1.0,размер
436,глубоченный,прилагательное,0,0,1,1,1,0,0,0,0.0,1.0,3.0,14.0,размер
455,гнедой,прилагательное,1,0,1,0,0,0,0,0,6.0,217.0,488.0,311.0,цвет
456,гнилостный,прилагательное,1,0,0,0,0,1,0,0,3.0,53.0,57.0,133.0,вонь
461,голос,существительное,1,0,0,0,1,0,0,0,969.0,39082.0,57764.0,76148.0,голос
462,голубенький,прилагательное,1,0,1,0,0,0,0,0,0.0,54.0,180.0,259.0,цвет
463,голубовато-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,10.0,65.0,53.0,цвет
464,голубовато-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,4.0,цвет
465,голубоватый,прилагательное,1,0,1,0,0,0,0,0,3.0,145.0,637.0,1031.0,цвет
466,голубой,прилагательное,1,0,1,0,0,0,0,0,113.0,3903.0,8959.0,13540.0,цвет
468,гомон,существительное,1,0,0,0,1,0,0,0,0.0,59.0,363.0,524.0,звучать
470,горечь,существительное,1,0,0,1,0,0,1,0,21.0,1289.0,2078.0,3609.0,вкусный
475,горчинка,существительное,1,0,0,1,0,0,0,0,0.0,0.0,7.0,74.0,вкусный
476,горчить,глагол,1,0,0,1,0,0,0,0,0.0,3.0,21.0,152.0,вкусный
477,горький,прилагательное,0,0,0,1,0,1,1,0,235.0,5107.0,11414.0,14506.0,вкусный
478,горький-горький,прилагательное,0,0,0,1,0,1,1,0,0.0,4.0,1.0,3.0,вкусный
479,горький-прегорький,прилагательное,0,0,0,1,0,1,1,0,0.0,0.0,2.0,4.0,вкусный
480,горько,наречие,0,0,0,1,0,1,1,0,46.0,2874.0,2413.0,3348.0,вкусный
481,горько-прегорько,наречие,0,0,0,1,0,1,1,0,0.0,4.0,4.0,2.0,вкусный
483,горьковато-сладкий,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,3.0,7.0,вкусный
484,горьковатый,прилагательное,0,0,0,1,0,1,0,0,6.0,30.0,132.0,363.0,вкусный
486,горьконький,прилагательное,1,0,0,1,0,0,1,0,0.0,9.0,1.0,0.0,вкусный
488,горькость,существительное,1,0,0,1,0,0,0,0,6.0,2.0,1.0,7.0,вкусный
489,горькота,существительное,1,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,вкусный
492,горячеватый,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,температура
493,горячейший,прилагательное,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,температура
494,горяченький,прилагательное,1,1,0,0,0,0,0,0,0.0,81.0,73.0,124.0,температура
495,горячий,прилагательное,1,1,0,0,0,0,1,0,239.0,6300.0,10623.0,16433.0,температура
496,горячо,наречие,1,1,0,0,0,0,1,0,29.0,3581.0,4169.0,3647.0,температура
497,гранатовый,прилагательное,1,0,1,0,0,0,1,0,8.0,61.0,131.0,235.0,цвет
504,громадный,прилагательное,1,0,1,0,0,0,0,0,1.0,7205.0,11029.0,6708.0,размер 
505,громкость,существительное,1,0,0,0,1,0,0,0,2.0,3.0,146.0,471.0,звучать
509,громыхание,существительное,1,0,0,0,1,0,0,0,0.0,20.0,55.0,105.0,звучать
510,громыхать,глагол,1,0,0,0,1,0,0,0,0.0,92.0,488.0,639.0,звучать
512,грохотать,глагол,1,0,0,0,1,0,0,0,0.0,150.0,814.0,1498.0,звучать
520,грязно-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,10.0,36.0,118.0,цвет
523,грязно-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,12.0,53.0,103.0,цвет
524,грязновато-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,4.0,6.0,цвет
526,гул,существительное,1,0,0,0,1,0,0,0,6.0,1107.0,2961.0,2870.0,звучать
527,гулкий,прилагательное,1,0,0,0,1,0,0,0,0.0,121.0,783.0,1415.0,звучать
528,гулко,наречие,1,0,0,0,1,0,0,0,0.0,142.0,799.0,993.0,звучать
529,гулкость,существительное,1,0,0,0,1,0,0,0,0.0,1.0,5.0,37.0,звучать
531,гунявый,прилагательное,1,0,0,0,0,1,0,0,0.0,12.0,62.0,7.0,вонь
535,густо-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,12.0,17.0,цвет
536,густо-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,6.0,36.0,72.0,цвет
544,двуострый,прилагательное,0,1,1,0,0,0,0,0,0.0,1.0,6.0,7.0,осязание
546,деликатесный,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,6.0,145.0,вкусный
556,десертный,прилагательное,0,0,0,1,0,1,1,0,1.0,21.0,22.0,139.0,вкусный
559,дзиньканье,существительное,1,0,0,0,1,0,0,0,0.0,0.0,4.0,1.0,звучать
561,диссонанс,существительное,1,0,0,0,1,0,1,0,0.0,164.0,251.0,392.0,музыка
565,длиннейший,прилагательное,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,размер
566,длинненький,прилагательное,0,0,1,0,1,0,0,0,0.0,8.0,22.0,35.0,размер
567,длинно,наречие,0,0,1,0,1,0,0,0,8.0,244.0,382.0,667.0,размер
568,длинно-длинно,наречие,0,0,1,0,1,0,0,0,0.0,1.0,4.0,4.0,размер
569,длинно-предлинно,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,1.0,0.0,размер
571,длинноватый,прилагательное,0,0,1,0,1,0,0,0,1.0,27.0,28.0,136.0,размер
572,длиннущий,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,7.0,12.0,размер
573,длинный,прилагательное,0,0,1,0,1,0,0,0,300.0,15097.0,22411.0,33129.0,размер
574,длинный-длинный,прилагательное,0,0,1,0,1,0,0,0,0.0,49.0,62.0,140.0,размер
575,длинный-предлинный,прилагательное,0,0,1,0,1,0,0,0,0.0,43.0,24.0,80.0,размер
576,длиннющий,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,23.0,522.0,размер
589,доноситься,глагол,1,0,0,0,1,0,1,0,3.0,1124.0,3002.0,4253.0,звучать
597,дубак,существительное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9.0,температура
604,духан,существительное,1,0,0,0,0,1,0,0,0.0,33.0,115.0,138.0,вонь
607,духмяный,прилагательное,1,0,0,0,0,1,0,0,0.0,0.0,10.0,20.0,запах
609,духовитый,прилагательное,1,0,0,0,0,1,0,0,0.0,8.0,66.0,66.0,запах
610,духота,существительное,1,1,0,0,0,0,0,0,11.0,544.0,775.0,1288.0,атмосфера
611,душисто,наречие,1,0,0,0,0,1,0,0,0.0,8.0,28.0,17.0,запах
612,душистость,существительное,1,0,0,0,0,1,0,0,0.0,1.0,2.0,11.0,запах
613,душистый,прилагательное,1,0,0,0,0,1,0,0,23.0,845.0,1299.0,1503.0,запах
614,душок,существительное,1,0,0,0,0,1,0,0,1.0,55.0,115.0,269.0,вонь
615,дымчато-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,5.0,11.0,23.0,цвет
616,дымчато-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,6.0,цвет
617,дымчатый,прилагательное,1,0,1,0,0,0,0,0,6.0,149.0,319.0,443.0,цвет
618,дюжий,прилагательное,1,0,1,0,0,0,0,0,10.0,415.0,328.0,381.0,размер 
619,едкий,прилагательное,0,1,0,1,0,1,1,0,24.0,893.0,1049.0,1271.0,вонь
620,едко,наречие,0,1,0,1,0,1,1,0,1.0,103.0,202.0,230.0,вонь
621,едкость,существительное,0,1,0,1,0,1,1,0,15.0,70.0,43.0,29.0,вонь
622,елевый,прилагательное,0,0,1,0,0,1,1,0,23.0,4.0,7.0,3.0,цвет
624,жар,существительное,1,1,0,0,0,0,1,0,335.0,3327.0,2377.0,2814.0,атмосфера
625,жара,существительное,1,1,0,0,0,0,1,0,193.0,2393.0,3662.0,7076.0,атмосфера
626,жареный,прилагательное,0,1,0,1,0,1,0,0,33.0,788.0,991.0,2550.0,вкусный
628,жарища,существительное,1,1,0,0,0,0,0,0,0.0,14.0,43.0,103.0,атмосфера
