,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,pre1950,Семантическая когорта
1149,махонький,прилагательное,1,0,1,0,0,0,0,0,1.639692711977385,размер
1156,мгла,существительное,1,0,1,0,0,0,0,0,18.924351554796313,свет
1158,мглистый,прилагательное,1,0,1,0,0,0,0,0,2.4856488245262267,свет
1161,медно-красный,прилагательное,1,0,1,0,0,0,0,0,0.8981756256691408,цвет
1163,медовый,прилагательное,1,0,1,0,0,0,1,0,5.263726922526128,вкусный
1165,мелкий,прилагательное,1,0,1,0,0,0,0,0,154.48620761509224,размер
1166,меловой,прилагательное,1,0,1,0,0,0,1,0,3.2584976187066506,цвет
1168,мелодичность,существительное,1,0,0,0,1,0,0,0,0.24020976035337488,музыка
1169,мелодичный,прилагательное,1,0,0,0,1,0,0,0,2.6109756560149444,музыка
1170,мелодия,существительное,1,0,0,0,1,0,0,0,12.793780714473227,музыка
1180,мертвенно-бледный,прилагательное,1,0,1,0,0,0,1,0,1.0130585545337984,цвет
1184,миниатюрный,прилагательное,1,0,1,0,0,0,0,0,3.780692749909639,размер
1185,многоголосие,существительное,1,0,0,0,1,0,0,0,0.10443902624059778,музыка
1191,многоугольный,прилагательное,1,0,1,0,0,0,0,0,0.19843414985713578,форма
1192,модуляция,существительное,1,0,0,0,1,0,0,0,1.159273191270635,музыка
1194,мокренек,прилагательное,1,1,0,0,0,0,0,0,0.05221951312029889,атмосфера
1195,мокренький,прилагательное,1,1,0,0,0,0,0,0,0.19843414985713578,атмосфера
1198,мокро,наречие,1,1,0,0,0,0,0,0,3.185390300338232,атмосфера
1200,мокрый,прилагательное,1,1,0,0,0,0,0,0,70.97676223311024,атмосфера
1203,молочно-белый,прилагательное,1,0,1,0,0,0,0,0,0.6475219626917061,цвет
1204,молочно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.281985370849614,цвет
1209,морозно,наречие,1,1,0,0,0,0,0,0,2.0887805248119555,температура
1210,морозный,прилагательное,1,1,0,0,0,0,0,0,18.27682959210461,температура
1216,мраморно-белый,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,цвет
1217,мрачно,наречие,1,0,1,0,0,0,1,0,20.67892719563836,свет
1218,мрачный,прилагательное,1,0,1,0,0,0,1,0,65.99502068143373,свет
1220,музыка,существительное,1,0,0,0,1,0,0,0,144.0318610884084,музыка
1224,мутно,наречие,1,0,1,0,0,0,1,0,3.74936104203746,свет
1225,мутно-белый,прилагательное,1,0,1,0,0,0,0,0,0.2297658577293151,цвет
1226,мутно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.14621463673683688,цвет
1227,мутно-серый,прилагательное,1,0,1,0,0,0,0,0,0.16710244198495644,цвет
1228,мутный,прилагательное,1,0,1,0,0,0,1,0,30.32909322026959,свет
1230,мухортый,прилагательное,1,0,1,0,0,0,1,0,0.15665853936089666,цвет
1232,мышастый,прилагательное,1,0,1,0,0,0,1,0,0.3342048839699129,цвет
1235,мягкий,прилагательное,0,1,0,1,1,1,0,0,101.24319203763548,осязание
1237,мягко,наречие,0,1,0,1,1,1,0,0,28.282088305953877,осязание
1240,мягонький,прилагательное,0,1,0,1,1,1,0,0,0.187990247233076,осязание
1242,мяконький,прилагательное,0,1,0,1,1,1,0,0,0.11488292886465755,осязание
1254,налитой,прилагательное,0,0,1,1,0,0,0,полный,6.07835132720279,вкусный
1255,намокнуть,глагол,1,1,0,0,0,0,0,0,3.2271659108344712,атмосфера
1258,напев,существительное,1,0,0,0,1,0,0,0,3.8120244577818188,музыка
1270,неаппетитный,прилагательное,1,0,0,1,0,0,0,0,0.26109756560149444,вкусный
1272,небесно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.30287317609773357,цвет
1275,небесный,прилагательное,1,0,1,0,0,0,1,0,52.449278978028204,цвет
1277,неблестящий,прилагательное,1,0,1,0,0,0,0,0,0.14621463673683688,яркость
1278,небольшой,прилагательное,1,0,1,0,0,0,0,0,213.67180378563899,размер
1282,невеликий,прилагательное,1,0,1,0,0,0,0,0,0.5013073259548693,размер
1287,невзрачно,наречие,1,0,1,0,0,0,0,0,0.05221951312029889,яркость
1288,невзрачный,прилагательное,1,0,1,0,0,0,0,0,4.68931227820284,яркость
1289,невкусный,прилагательное,1,0,0,1,0,0,0,0,1.3785951463758905,вкусный
1298,неглубокий,прилагательное,1,0,1,0,0,0,0,0,4.22978056274421,размер
1314,недлинный,прилагательное,0,0,1,0,1,0,0,0,1.033946359781918,размер
1317,недюжинный,прилагательное,1,0,1,0,0,0,0,0,1.827682959210461,размер 
1321,нежно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.6266341574435866,цвет
1323,нежно-золотой,прилагательное,1,0,1,0,0,0,0,0,0.05221951312029889,цвет
1324,нежно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.7728487941804235,цвет
1325,нежно-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.07310731836841844,цвет
1327,нежный,прилагательное,0,1,1,1,1,1,0,0,82.0786307224858,осязание
1339,некрепкий,прилагательное,0,1,1,1,0,1,0,0,0.38642439709021176,осязание
1340,некрепко,наречие,0,1,1,1,0,1,0,0,0.16710244198495644,осязание
1344,немаленький,прилагательное,1,0,1,0,0,0,0,0,0.24020976035337488,размер 
1345,немалый,прилагательное,1,0,1,0,0,0,0,0,14.684127089428047,размер 
1356,неостывший,прилагательное,1,1,0,0,0,0,0,0,0.48041952070674976,температура
1363,неприглядный,прилагательное,1,0,1,0,0,0,0,0,3.1436146898419928,яркость
1369,непроглядный,прилагательное,1,0,1,0,0,0,0,0,3.74936104203746,свет
1371,неровно,наречие,0,1,1,0,0,0,0,0,3.195834202962292,форма
1372,неровность,существительное,0,1,1,0,0,0,0,0,2.161887843180374,форма
1373,неровный,прилагательное,0,1,1,0,0,0,0,0,10.381239208315419,форма
1375,несладкий,прилагательное,0,0,0,1,0,1,0,0,0.26109756560149444,вкусный
1376,несладко,наречие,0,0,0,1,0,1,0,0,0.5221951312029889,вкусный
1383,несъедобный,прилагательное,1,0,0,1,0,0,0,0,0.6370780600676464,вкусный
1384,нетвёрдый,прилагательное,0,1,0,0,1,0,0,0,2.2872146746690913,осязание
1396,неширокий,прилагательное,1,0,1,0,0,0,0,0,1.5143658804886677,форма
1399,неяркий,прилагательное,1,0,1,0,0,0,0,0,1.7023561277217436,яркость
1400,неярко,наречие,1,0,1,0,0,0,0,0,0.38642439709021176,яркость
1406,низенький,прилагательное,0,0,1,0,1,0,0,0,12.616234369864213,размер
1408,низкий,прилагательное,0,0,1,0,1,0,0,0,103.41552378343992,размер
1409,низко,наречие,0,0,1,0,1,0,0,0,34.88263476435966,размер
1410,нота,существительное,1,0,0,0,1,1,1,аромат,36.4805518658408,музыка
1418,обертон,существительное,1,0,0,0,1,0,0,0,0.8146244046766626,музыка
1434,объедение,существительное,1,0,0,1,0,0,0,0,0.38642439709021176,вкусный
1435,овал,существительное,1,0,1,0,0,0,0,0,2.8407415137442595,форма
1441,овальный,прилагательное,1,0,1,0,0,0,0,0,4.992185454300573,форма
1453,огненно-красный,прилагательное,1,0,1,0,0,0,0,0,0.8250683073007223,цвет
1459,огромный,прилагательное,1,0,1,0,0,0,0,0,316.07426901454505,размер 
1460,огрубелый,прилагательное,1,1,0,0,0,0,0,0,1.0861658729022168,осязание
1461,одеревенелый,прилагательное,1,1,0,0,0,0,1,0,0.2297658577293151,осязание
1465,ознобный,прилагательное,1,1,0,0,0,0,1,0,0.05221951312029889,температура
1467,окрик,существительное,1,0,0,0,1,0,0,0,10.141029447962044,голос
1469,окрикивать,глагол,1,0,0,0,1,0,0,0,0.1357707341127771,голос
1471,округло,наречие,1,0,1,0,0,0,0,0,0.35509268921803244,форма
1472,округлость,существительное,1,0,1,0,0,0,0,0,0.8772878204210213,форма
1473,округлый,прилагательное,0,1,1,0,0,0,0,0,2.6840829743833625,форма
1487,ор,существительное,1,0,0,0,1,0,0,0,4.2820000758645085,голос
1490,оранжево-красный,прилагательное,1,0,1,0,0,0,0,0,0.187990247233076,цвет
1491,оранжево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.07310731836841844,цвет
1492,оранжевый,прилагательное,1,0,1,0,0,0,0,0,9.535283095766577,цвет
1493,орать,существительное,1,0,0,0,1,0,1,0,16.29248809353325,голос
1496,освещать,глагол,1,0,1,0,0,0,1,0,28.12542976659298,свет
1497,освещение,существительное,1,0,1,0,0,0,1,0,31.551029827284587,свет
1500,осклизлый,прилагательное,1,1,0,0,0,0,0,0,0.5326390338270486,осязание
1501,ослепительный,прилагательное,1,0,1,0,0,0,1,0,12.27158558327024,яркость
1503,ослеплять,глагол,1,0,1,0,0,0,0,0,3.5822586000525036,яркость
1504,ослепляющий,причастие,1,0,1,0,0,0,0,0,0.10443902624059778,яркость
1507,ослизлый,прилагательное,1,1,0,0,0,0,0,0,0.281985370849614,осязание
1516,остренький,прилагательное,0,1,1,1,0,1,1,0,1.8067951539623415,осязание
1519,островерхий,прилагательное,0,1,1,0,0,0,0,0,0.9817268466616189,форма
1520,остроконечный,прилагательное,0,1,1,0,0,0,0,0,4.052234218135194,форма
1522,острота,существительное,0,1,1,1,0,1,1,0,19.300332049262465,форма
1525,острый-преострый,прилагательное,0,1,1,1,0,1,0,0,0.06266341574435866,осязание
1528,остылый,прилагательное,1,1,0,0,0,0,1,0,0.5326390338270486,температура
1529,осязание,существительное,1,1,0,0,0,0,0,0,2.1305561353081943,осязание
1530,отблеск,существительное,1,0,1,0,0,0,0,0,11.028761171007124,свет
1531,отблескивать,глагол,1,0,1,0,0,0,0,0,0.32376098134585307,свет
1538,отголосок,существительное,1,0,0,0,1,0,0,0,7.133185492232828,звучать
1540,отзвук,существительное,1,0,0,0,1,0,0,0,6.224565963939627,звучать
1548,отсвечивать,глагол,1,0,1,0,0,0,0,0,2.0783366221878956,свет
1550,отсырелый,причастие,1,1,0,0,0,0,0,0,0.49086342333080946,атмосфера
1551,отсыреть,глагол,1,1,0,0,0,0,0,0,1.9530097906991781,атмосфера
1553,оттенок,существительное,0,0,1,1,1,1,0,"вкус, аромат",31.812127392886083,цвет
1560,охладелый,прилагательное,1,1,0,0,0,0,1,0,0.12532683148871732,температура
1566,ощупывать,глагол,1,1,0,0,0,0,0,0,6.872087926631334,осязание
1567,ощупь,существительное,1,1,0,0,0,0,0,0,2.36032199303751,осязание
1579,палящий,прилагательное,1,1,0,0,0,0,1,0,3.154058592466053,атмосфера
1584,пастельный,прилагательное,1,0,1,0,0,0,1,0,0.12532683148871732,цвет
1585,паточный,прилагательное,1,0,0,1,0,0,1,0,0.34464878659397263,вкусный
1586,пахнуть,глагол,1,0,0,0,0,1,0,0,81.94285998837302,запах
1588,пахучесть,существительное,1,0,0,0,0,1,0,0,0.11488292886465755,запах
1589,пахучий,прилагательное,1,0,0,0,0,1,0,0,7.592717207691458,запах
1592,пекло,существительное,1,1,0,0,0,0,1,0,4.20889275749609,атмосфера
1594,пение,существительное,1,0,0,0,1,0,0,0,52.87747898561465,звучать
1596,пепельно-серый,прилагательное,1,0,1,0,0,0,0,0,0.375980494466152,цвет
1606,перезвон,существительное,1,0,0,0,1,0,0,0,2.8302976111201996,звучать
1623,перламутровый,прилагательное,1,0,1,0,0,0,1,0,2.6423073638871237,цвет
1629,песня,существительное,1,0,0,0,1,0,0,0,167.6350810187835,музыка
1632,петь,глагол,1,0,0,0,1,0,0,0,199.9067401271282,музыка
1644,плоский,прилагательное,0,0,1,0,1,0,0,0,32.428317647705605,размер
1646,плоскость,существительное,0,0,1,0,1,0,1,0,16.731132003743763,размер
1649,плотный,прилагательное,0,1,1,1,1,1,0,0,30.98705908558536,осязание
1653,пованивать,глагол,1,0,0,0,0,1,0,0,0.11488292886465755,вонь
1654,повеять,глагол,1,0,0,0,0,1,0,0,4.9504098438043345,запах
1662,подголосок,существительное,1,0,0,0,1,0,0,0,0.9190634309172604,голос
1665,подмоклый,причастие,1,1,0,0,0,0,0,0,0.5848585469473475,атмосфера
1666,подмокнуть,глагол,1,1,0,0,0,0,0,0,0.4490878128345704,атмосфера
1672,покато,прилагательное,1,0,1,0,0,0,0,0,0.21932195510525532,форма
1673,покатость,существительное,1,0,1,0,0,0,0,0,0.49086342333080946,форма
1674,покатый,прилагательное,1,0,1,0,0,0,0,0,4.052234218135194,форма
1676,полифония,существительное,1,0,0,0,1,0,0,0,0.12532683148871732,музыка
1679,полутон,существительное,0,0,1,1,1,1,1,0,1.0652780676540972,цвет
1683,попахивать,глагол,1,0,0,0,0,1,0,0,1.3994829516240102,вонь
1684,поперчить,глагол,1,0,0,1,0,0,0,0,0.10443902624059778,вкусный
1694,поющий,причастие,1,0,0,0,1,0,0,0,0.08355122099247822,музыка
1696,пребольшой,прилагательное,1,0,1,0,0,0,0,0,0.17754634460901622,размер 
1697,превкусный,прилагательное,1,0,0,1,0,0,0,0,0.46997561808268995,вкусный
1704,предлинный,прилагательное,0,0,1,0,1,0,0,0,0.41775610496239113,размер
1707,прекислый,прилагательное,1,0,0,1,0,0,0,0,0.30287317609773357,вкусный
1719,пресветлый,прилагательное,1,0,1,0,0,0,0,0,1.6814683224736242,яркость
1723,пресладкий,прилагательное,1,0,0,1,0,0,0,0,0.08355122099247822,вкусный
1724,пресный,прилагательное,1,0,0,1,0,0,0,0,7.101853784360649,вкусный
1736,привкус,существительное,1,0,0,1,0,1,0,аромат,2.663195169135243,вкусный
1741,приглубый,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,размер
1753,пригорелый,прилагательное,1,0,0,0,0,1,0,0,0.187990247233076,вкусный
1755,придыхание,существительное,1,0,0,0,1,0,0,0,0.8772878204210213,голос
1762,припекать,глагол,1,1,0,0,0,0,1,0,1.4830341726164882,атмосфера
1763,припечь,глагол,1,1,0,0,0,0,1,0,0.5848585469473475,атмосфера
1773,приторно,наречие,0,0,0,1,0,1,0,0,0.5535268390751682,вкусный
1774,приторно-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.07310731836841844,вкусный
1775,приторность,существительное,0,0,0,1,0,1,0,0,0.4282000075864508,вкусный
1776,приторный,прилагательное,0,0,0,1,0,1,0,0,2.203663453676613,вкусный
1796,прогорклый,прилагательное,0,0,0,1,0,1,0,0,0.5848585469473475,вкусный
1797,продолговатый,прилагательное,1,0,1,0,0,0,0,0,5.127956188413351,размер
1803,прозрачно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.15665853936089666,цвет
1805,прозрачно-синий,прилагательное,1,0,1,0,0,0,0,0,0.1357707341127771,цвет
1806,прозрачность,существительное,0,0,1,0,1,0,1,0,3.6762537236690416,свет
1807,прозрачный,прилагательное,1,0,1,0,0,0,1,0,42.30824953006616,яркость
1816,прокислый,прилагательное,0,0,0,1,0,1,0,0,0.2297658577293151,вкусный
1822,промозглый,прилагательное,1,1,0,0,0,0,0,0,1.5248097831127274,атмосфера
1823,промокнуть,глагол,1,1,0,0,0,0,0,0,6.09923913245091,атмосфера
1826,пронзительный,прилагательное,1,1,0,0,0,0,1,0,12.835556324969467,звучать
1841,простонать,глагол,1,0,0,0,1,0,1,0,5.232395214653948,голос
1847,протухлый,прилагательное,0,0,0,1,0,1,0,0,0.2297658577293151,вонь
1848,протухший,прилагательное,0,0,0,1,0,1,0,0,0.4073122023383313,вонь
1850,протяжно,наречие,0,0,1,0,1,0,0,0,6.4543318216689425,звучать
1851,протяжность,существительное,0,0,1,0,1,0,0,0,0.093995123616538,звучать
1852,протяжный,прилагательное,0,0,1,0,1,0,0,0,7.007858660744111,звучать
1854,прохладно,наречие,1,1,0,0,0,0,1,0,6.370780600676464,температура
1855,прохладный,прилагательное,0,1,0,0,0,1,1,0,17.138444206082095,температура
1872,пряменький,прилагательное,1,0,1,0,0,0,0,0,0.1357707341127771,форма
1873,пряменько,наречие,1,0,1,0,0,0,0,0,0.093995123616538,форма
1881,прямой,прилагательное,1,0,1,0,0,0,0,0,111.74975807743961,форма
1883,прямоугольник,существительное,1,0,1,0,0,0,0,0,2.255882966796912,форма
1885,прямоугольный,прилагательное,1,0,1,0,0,0,0,0,2.161887843180374,форма
1886,пряно,наречие,0,0,0,1,0,1,0,0,0.35509268921803244,вкусный
1887,пряность,существительное,0,0,0,1,0,1,0,0,0.9399512361653799,вкусный
1888,пряный,прилагательное,0,0,0,1,0,1,0,0,3.4569317685637864,вкусный
1897,пунцовый,прилагательное,1,0,1,0,0,0,0,0,4.261112270616389,цвет
1900,пурпурный,прилагательное,1,0,1,0,0,0,0,0,2.412541506157808,цвет
1901,пурпуровый,прилагательное,1,0,1,0,0,0,0,0,1.8067951539623415,цвет
1905,пушистый,прилагательное,1,1,0,0,0,0,0,0,13.911278295247623,осязание
1914,пятнистый,прилагательное,1,0,1,0,0,0,0,0,2.7049707796314824,цвет
1924,раздаваться,глагол,1,0,0,0,1,0,1,0,44.25081541814128,звучать
1934,разить,глагол,1,0,0,0,0,1,0,0,3.9164634840224166,запах
1947,разноситься,глагол,1,0,0,0,1,0,1,0,4.344663491608867,звучать
1950,разноцветность,существительное,1,0,1,0,0,0,0,0,0.093995123616538,цвет
1951,разноцветный,прилагательное,1,0,1,0,0,0,0,0,18.078395442247476,цвет
1955,разящий,причастие,1,0,0,0,0,1,0,0,0.8250683073007223,вонь
1957,раскат,существительное,1,0,0,0,1,0,0,0,8.00002941002979,звучать
1990,реветь,глагол,0,0,0,0,1,1,0,издавать запах,19.049678386285034,голос
1992,режущий,прилагательное,1,1,0,0,0,0,1,0,3.1436146898419928,осязание
2000,ржавый,прилагательное,1,0,1,0,0,0,0,0,9.702385537751532,цвет
2001,ржание,существительное,1,0,0,0,1,0,0,0,3.509151281684085,звучать
2002,ржать,глагол,1,0,0,0,1,0,0,0,4.845970817563737,звучать
2014,ровный,прилагательное,0,1,1,0,1,0,0,гладкий,42.72600563502855,форма
2019,розоватый,прилагательное,1,0,1,0,0,0,0,0,4.469990323097584,цвет
2020,розовенький,прилагательное,1,0,1,0,0,0,0,0,0.7832926968044832,цвет
2021,розово-красный,прилагательное,1,0,1,0,0,0,0,0,0.11488292886465755,цвет
2023,розоволицый,прилагательное,1,0,1,0,0,0,0,0,0.07310731836841844,цвет
2025,розовый,прилагательное,1,0,1,0,0,0,0,0,70.01592319169674,цвет
2033,рулада,существительное,1,0,0,0,1,0,0,0,0.9086195282932007,музыка
2036,рыже-красный,прилагательное,1,0,1,0,0,0,0,0,0.10443902624059778,цвет
2038,рыжий,прилагательное,1,0,1,0,0,0,0,0,54.18296681362212,цвет
2039,рыхло,наречие,1,1,0,0,0,0,0,0,0.30287317609773357,осязание
2040,рыхлый,прилагательное,1,1,0,0,0,0,0,0,10.245468474202642,осязание
2047,сальный,прилагательное,0,1,0,0,0,1,1,0,4.1880049522479705,осязание
2055,сахаристый,прилагательное,1,0,0,1,0,0,0,0,0.26109756560149444,вкусный
2058,сахарный,прилагательное,1,0,0,1,0,0,0,0,10.798995313277809,вкусный
2059,свежесть,существительное,0,0,0,1,0,1,0,0,15.613634422969367,атмосфера
2060,свежий,прилагательное,0,0,0,1,0,1,0,0,87.45724057387658,атмосфера
2063,сверкание,существительное,1,0,1,0,0,0,0,0,2.151443940556314,яркость
2065,сверкать,глагол,1,0,1,0,0,0,0,0,59.227371781043,яркость
2066,сверкающий,прилагательное,1,0,1,0,0,0,0,0,0.08355122099247822,яркость
2075,свет,существительное,1,0,1,0,0,0,0,0,403.8343827645194,свет
2078,светить,глагол,1,0,1,0,0,0,0,0,20.57448816939776,свет
2079,светиться,глагол,1,0,1,0,0,0,0,0,24.271629698314925,свет
2080,светленький,прилагательное,1,0,1,0,0,0,0,0,0.6997414758120051,цвет
2085,светло-голубой,прилагательное,1,0,1,0,0,0,0,0,1.221936607014994,цвет
2088,светло-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.6370780600676464,цвет
2089,светло-красный,прилагательное,1,0,1,0,0,0,0,0,0.2297658577293151,цвет
2090,светло-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.093995123616538,цвет
2091,светло-розовый,прилагательное,1,0,1,0,0,0,0,0,0.32376098134585307,цвет
2092,светло-серый,прилагательное,1,0,1,0,0,0,0,0,2.067892719563836,цвет
2093,светло-синий,прилагательное,1,0,1,0,0,0,0,0,0.6892975731879453,цвет
2094,светло-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,цвет
2097,светловатый,прилагательное,1,0,1,0,0,0,0,0,0.07310731836841844,цвет
2099,светлый,прилагательное,1,0,1,0,0,0,0,0,128.6479925231683,цвет
2101,светлый-светлый,прилагательное,1,0,1,0,0,0,0,0,0.093995123616538,цвет
2113,свинцово-серый,прилагательное,1,0,1,0,0,0,1,0,0.15665853936089666,цвет
2121,серебристо-белый,прилагательное,1,0,1,0,0,0,0,0,0.19843414985713578,цвет
2122,серебристо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.12532683148871732,цвет
2126,серебристый,прилагательное,1,0,1,0,0,0,0,0,11.091424586751483,цвет
2127,серенький,прилагательное,1,0,1,0,0,0,0,0,8.208907462510984,цвет
2130,серо-белый,прилагательное,1,0,1,0,0,0,0,0,0.21932195510525532,цвет
2131,серо-голубой,прилагательное,1,0,1,0,0,0,0,0,1.075721970278157,цвет
2135,серо-розовый,прилагательное,1,0,1,0,0,0,0,0,0.10443902624059778,цвет
2137,серовато-голубой,прилагательное,1,0,1,0,0,0,0,0,0.11488292886465755,цвет
2138,сероватый,прилагательное,1,0,1,0,0,0,0,0,2.7363024875036617,цвет
2139,серый,прилагательное,1,0,1,0,0,0,0,0,165.91183708581363,цвет
2141,сиверкий,прилагательное,1,1,0,0,0,0,0,0,0.32376098134585307,температура
2143,сивый,прилагательное,1,0,1,0,0,0,0,0,3.342048839699129,цвет
2152,симметрично,наречие,1,0,1,0,0,0,0,0,0.8668439177969615,форма
2153,симметричность,существительное,1,0,1,0,0,0,0,0,0.24020976035337488,форма
2154,симметричный,прилагательное,1,0,1,0,0,0,0,0,0.9086195282932007,форма
2155,симметрия,существительное,1,0,1,0,0,0,0,0,2.3707658956615694,форма
2156,сине-багровый,прилагательное,1,0,1,0,0,0,0,0,0.281985370849614,цвет
2157,сине-голубой,прилагательное,1,0,1,0,0,0,0,0,0.16710244198495644,цвет
2159,сине-серый,прилагательное,1,0,1,0,0,0,0,0,0.5221951312029889,цвет
2160,сине-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,цвет
2163,синевато-красный,прилагательное,1,0,1,0,0,0,0,0,0.05221951312029889,цвет
2165,синеватый,прилагательное,1,0,1,0,0,0,0,0,8.292458683503463,цвет
2167,синенький,прилагательное,1,0,1,0,0,0,0,0,2.0887805248119555,цвет
2168,синий,прилагательное,1,0,1,0,0,0,0,0,108.26149460100365,цвет
2171,синий-синий,прилагательное,1,0,1,0,0,0,0,0,0.5953024495714073,цвет
2174,сирена,существительное,1,0,0,0,1,0,0,0,5.942580593090013,звучать
2175,сиреневатый,прилагательное,1,0,1,0,0,0,0,0,0.08355122099247822,цвет
2176,сиренево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.05221951312029889,цвет
2179,сиреневый,прилагательное,1,0,1,0,0,0,1,0,3.9582390945186554,цвет
2185,склизкий,прилагательное,1,1,0,0,0,0,0,0,1.2637122175112332,осязание
2186,склизко,наречие,1,1,0,0,0,0,0,0,0.12532683148871732,осязание
2193,скус,существительное,1,0,0,1,0,0,0,0,0.16710244198495644,вкусный
2194,скусный,прилагательное,1,0,0,1,0,0,0,0,0.29242927347367376,вкусный
2201,сладенький,прилагательное,0,0,0,1,0,1,0,0,1.159273191270635,вкусный
2202,сладенько,наречие,0,0,0,1,0,1,0,0,0.06266341574435866,вкусный
2204,сладкий,прилагательное,0,0,0,1,0,1,0,0,36.41788845009644,вкусный
2206,сладкий-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.07310731836841844,вкусный
2207,сладко,наречие,0,0,0,1,0,1,0,0,19.467434491247428,вкусный
2209,сладковатый,прилагательное,0,0,0,1,0,1,0,0,1.6083610041052057,вкусный
2211,сладкое,существительное,1,0,0,1,0,0,0,0,11.916492894052205,вкусный
2214,сладость,существительное,0,0,0,1,0,1,0,0,9.556170901014696,вкусный
2215,сласть,существительное,1,0,0,1,0,0,0,0,4.031346412887074,вкусный
2216,слепить,глагол,1,0,1,0,0,0,1,0,6.130570840323089,яркость
2221,слизистый,прилагательное,1,1,0,0,0,0,1,0,2.1305561353081943,вещество
2222,слизкий,прилагательное,1,1,0,0,0,0,0,0,0.16710244198495644,осязание
2224,слоноподобный,прилагательное,1,0,1,0,0,0,0,0,0.15665853936089666,размер 
2234,смак,существительное,1,0,0,1,0,0,0,0,0.845956112548842,вкусный
2235,смакование,существительное,1,0,0,1,0,0,0,0,0.2715414682255542,вкусный
2239,смачный,прилагательное,1,0,0,1,0,0,0,0,0.2715414682255542,вкусный
2243,смердеть,глагол,1,0,0,0,0,1,0,0,1.7128000303458033,вонь
2256,смрад,существительное,1,0,0,0,0,1,0,старый,3.8224683604058787,вонь
2257,смрадный,прилагательное,1,0,0,0,0,1,0,0,3.1436146898419928,вонь
2258,смурый,прилагательное,1,0,1,0,0,0,1,0,0.6475219626917061,цвет
2260,снежно-белый,прилагательное,1,0,1,0,0,0,1,0,0.6475219626917061,цвет
2263,согнутый,прилагательное,1,0,1,0,0,0,0,0,7.644936720811757,форма
2276,солить,глагол,1,0,0,1,0,0,0,0,1.7963512513382816,вкусный
2281,солоноватый,прилагательное,1,0,0,1,0,0,0,0,0.8355122099247823,вкусный
2282,соль,существительное,1,0,0,1,0,0,0,0,33.81735669670556,вкусный
2288,сопрано,существительное,1,0,0,0,1,0,0,0,5.054848870044933,музыка
2296,сохлый,прилагательное,1,1,0,0,0,0,0,0,0.7310731836841844,атмосфера
2297,сочно,наречие,0,1,0,1,0,1,0,0,2.234995161548792,вкусный
2298,сочность,существительное,0,1,0,1,0,1,0,0,0.5848585469473475,вкусный
2299,сочный,прилагательное,0,1,0,1,0,1,0,0,9.37862455640568,вкусный
2303,стенание,существительное,1,0,0,0,1,0,0,0,1.4308146594961895,голос
2306,стон,существительное,1,0,0,0,1,0,0,0,31.864346906006382,голос
2308,стонущий,причастие,1,0,0,0,1,0,0,0,0.05221951312029889,голос
2314,стылый,прилагательное,1,1,0,0,0,0,0,0,1.5561414909849067,температура
2324,сухо,наречие,1,1,0,0,0,0,1,0,23.759878469735995,атмосфера
2325,суховатый,прилагательное,1,1,0,0,0,0,0,0,1.7754634460901622,атмосфера
2329,сухонький,прилагательное,0,1,1,0,0,0,1,0,4.438658615225405,атмосфера
2330,сухость,существительное,1,1,0,0,0,0,0,0,4.365551296856987,атмосфера
2341,сыреть,глагол,1,1,0,0,0,0,0,0,0.29242927347367376,атмосфера
2342,сыро,наречие,0,1,1,1,0,1,0,0,7.749375747052355,атмосфера
2343,сырой,прилагательное,0,1,1,1,0,1,0,0,37.336951881013704,атмосфера
2344,сырость,существительное,0,1,1,1,0,1,0,0,16.03139052793176,атмосфера
2345,сытный,прилагательное,1,0,0,1,0,0,0,0,3.853800068278058,вкусный
2346,сытость,существительное,1,0,0,1,0,0,0,0,3.28982932657883,вкусный
2359,твердоватый,прилагательное,1,1,0,0,0,0,0,0,0.07310731836841844,осязание
2367,тембр,существительное,1,0,0,0,1,0,0,0,4.041790315511134,музыка
2369,темнеть,глагол,1,0,1,0,0,0,0,0,22.851258941442794,свет
2370,темно,наречие,1,0,1,0,0,0,0,0,37.69204457023173,свет
2373,темно-золотой,прилагательное,1,0,1,0,0,0,0,0,0.15665853936089666,цвет
2383,темноватый,прилагательное,1,0,1,0,0,0,0,0,2.412541506157808,свет
