,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,post1950,Семантическая когорта
2145,сизо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2147,сизо-серый,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,цвет
2152,симметрично,наречие,1,0,1,0,0,0,0,0,1.3214598683686696,форма
2153,симметричность,существительное,1,0,1,0,0,0,0,0,0.3344773940684185,форма
2154,симметричный,прилагательное,1,0,1,0,0,0,0,0,3.83826517783431,форма
2155,симметрия,существительное,1,0,1,0,0,0,0,0,7.846510670686997,форма
2156,сине-багровый,прилагательное,1,0,1,0,0,0,0,0,0.0767653035566862,цвет
2157,сине-голубой,прилагательное,1,0,1,0,0,0,0,0,0.25222885454339755,цвет
2159,сине-серый,прилагательное,1,0,1,0,0,0,0,0,0.12063119130336405,цвет
2160,сине-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.2302959106700586,цвет
2163,синевато-красный,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,цвет
2165,синеватый,прилагательное,1,0,1,0,0,0,0,0,3.887614301549323,цвет
2167,синенький,прилагательное,1,0,1,0,0,0,0,0,1.842367285360469,цвет
2168,синий,прилагательное,1,0,1,0,0,0,0,0,81.48088648945406,цвет
2170,синий-пресиний,прилагательное,1,0,1,0,0,0,0,0,0.10418148339835985,цвет
2171,синий-синий,прилагательное,1,0,1,0,0,0,0,0,0.7237871478201843,цвет
2174,сирена,существительное,1,0,0,0,1,0,0,0,7.37495237741021,звучать
2175,сиреневатый,прилагательное,1,0,1,0,0,0,0,0,0.10966471936669457,цвет
2176,сиренево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.08773177549335566,цвет
2177,сиренево-синий,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2178,сиренево-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.054832359683347286,цвет
2179,сиреневый,прилагательное,1,0,1,0,0,0,1,0,6.908877320101758,цвет
2185,склизкий,прилагательное,1,1,0,0,0,0,0,0,1.2392113288436488,осязание
2186,склизко,наречие,1,1,0,0,0,0,0,0,0.1151479553350293,осязание
2193,скус,существительное,1,0,0,1,0,0,0,0,0.049349123715012565,вкусный
2194,скусный,прилагательное,1,0,0,1,0,0,0,0,0.06579883162001675,вкусный
2198,слабокислый,прилагательное,1,0,0,1,0,0,0,0,0.1535306071133724,вкусный
2201,сладенький,прилагательное,0,0,0,1,0,1,0,0,1.0363315980152636,вкусный
2202,сладенько,наречие,0,0,0,1,0,1,0,0,0.10418148339835985,вкусный
2204,сладкий,прилагательное,0,0,0,1,0,1,0,0,32.34012574123823,вкусный
2205,сладкий-пресладкий,прилагательное,0,0,0,1,0,1,0,0,0.049349123715012565,вкусный
2206,сладкий-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.0383826517783431,вкусный
2207,сладко,наречие,0,0,0,1,0,1,0,0,12.425012704246496,вкусный
2209,сладковатый,прилагательное,0,0,0,1,0,1,0,0,2.4126238260672808,вкусный
2211,сладкое,существительное,1,0,0,1,0,0,0,0,9.92465710268586,вкусный
2214,сладость,существительное,0,0,0,1,0,1,0,0,8.411283975425475,вкусный
2215,сласть,существительное,1,0,0,1,0,0,0,0,1.4475742956403685,вкусный
2216,слепить,глагол,1,0,1,0,0,0,1,0,10.368799216120971,яркость
2221,слизистый,прилагательное,1,1,0,0,0,0,1,0,3.8821310655809884,вещество
2222,слизкий,прилагательное,1,1,0,0,0,0,0,0,0.08224853952502094,осязание
2224,слоноподобный,прилагательное,1,0,1,0,0,0,0,0,0.08224853952502094,размер 
2234,смак,существительное,1,0,0,1,0,0,0,0,1.2885604525586614,вкусный
2235,смакование,существительное,1,0,0,1,0,0,0,0,0.4276924055301089,вкусный
2239,смачный,прилагательное,1,0,0,1,0,0,0,0,0.8005524513768705,вкусный
2243,смердеть,глагол,1,0,0,0,0,1,0,0,1.5736887229120673,вонь
2256,смрад,существительное,1,0,0,0,0,1,0,старый,2.407140590098946,вонь
2257,смрадный,прилагательное,1,0,0,0,0,1,0,0,1.4420910596720338,вонь
2260,снежно-белый,прилагательное,1,0,1,0,0,0,1,0,0.4770415292451214,цвет
2263,согнутый,прилагательное,1,0,1,0,0,0,0,0,5.883512194023164,форма
2276,солить,глагол,1,0,0,1,0,0,0,0,2.2371602750805692,вкусный
2281,солоноватый,прилагательное,1,0,0,1,0,0,0,0,1.069231013825272,вкусный
2282,соль,существительное,1,0,0,1,0,0,0,0,50.32513971737614,вкусный
2288,сопрано,существительное,1,0,0,0,1,0,0,0,1.6559372624370883,музыка
2296,сохлый,прилагательное,1,1,0,0,0,0,0,0,0.9485998225219081,атмосфера
2297,сочно,наречие,0,1,0,1,0,1,0,0,1.0253651260785943,вкусный
2298,сочность,существительное,0,1,0,1,0,1,0,0,0.5647733047384771,вкусный
2299,сочный,прилагательное,0,1,0,1,0,1,0,0,10.143986541419249,вкусный
2303,стенание,существительное,1,0,0,0,1,0,0,0,1.4037084078936906,голос
2306,стон,существительное,1,0,0,0,1,0,0,0,15.183080396318864,голос
2308,стонущий,причастие,1,0,0,0,1,0,0,0,0.054832359683347286,голос
2314,стылый,прилагательное,1,1,0,0,0,0,0,0,2.675819152547348,температура
2324,сухо,наречие,1,1,0,0,0,0,1,0,14.95826772161714,атмосфера
2325,суховатый,прилагательное,1,1,0,0,0,0,0,0,1.639487554532084,атмосфера
2330,сухость,существительное,1,1,0,0,0,0,0,0,2.993846838710762,атмосфера
2341,сыреть,глагол,1,1,0,0,0,0,0,0,0.2248126747017239,атмосфера
2342,сыро,наречие,0,1,1,1,0,1,0,0,4.194675515776067,атмосфера
2343,сырой,прилагательное,0,1,1,1,0,1,0,0,29.412077734147488,атмосфера
2344,сырость,существительное,0,1,1,1,0,1,0,0,9.140554359213994,атмосфера
2345,сытный,прилагательное,1,0,0,1,0,0,0,0,3.739566930404285,вкусный
2346,сытость,существительное,1,0,0,1,0,0,0,0,2.429073533972285,вкусный
2350,тактильность,существительное,1,1,0,0,0,0,0,0,0.04386588774667783,осязание
2351,такусенький,прилагательное,1,0,1,0,0,0,0,0,0.12611442727169878,размер
2357,тверденький,прилагательное,1,1,0,0,0,0,0,0,0.06031559565168203,осязание
2367,тембр,существительное,1,0,0,0,1,0,0,0,3.119961265982461,музыка
2369,темнеть,глагол,1,0,1,0,0,0,0,0,15.835585476550698,свет
2370,темно,наречие,1,0,1,0,0,0,0,0,20.841779915640306,свет
2373,темно-золотой,прилагательное,1,0,1,0,0,0,0,0,0.09869824743002513,цвет
2383,темноватый,прилагательное,1,0,1,0,0,0,0,0,1.8862331731071467,свет
2384,темнота,существительное,1,0,1,0,0,0,0,0,72.61449392865681,свет
2385,темный,прилагательное,1,0,1,0,0,0,1,0,0.09321501146169038,свет
2387,тепло,наречие,1,1,0,0,0,0,0,0,86.7118936032454,температура
2388,тепловатый,прилагательное,1,1,0,0,0,0,0,0,0.5812230126434813,температура
2389,теплый,прилагательное,1,1,0,0,0,0,0,0,0.09869824743002513,температура
2390,теплынь,существительное,1,1,0,0,0,0,0,0,1.1240633735086196,температура
2391,терпкий,прилагательное,0,0,0,1,0,1,0,0,3.103511558077457,вкусный
2392,терпко,наречие,0,0,0,1,0,1,0,0,0.3070612142267448,вкусный
2393,терпкость,существительное,0,0,0,1,0,1,0,0,0.27964503438507116,вкусный
2399,тесный,прилагательное,1,0,1,0,0,0,0,0,39.961823737223504,форма
2401,тлетворный,прилагательное,1,0,0,0,0,1,0,0,0.9979489462369208,вонь
2409,тональность,существительное,1,0,0,0,1,0,0,0,6.234439295996586,музыка
2420,трезвон,существительное,1,0,0,0,1,0,0,0,0.6908877320101758,музыка
2421,трезвучие,существительное,1,0,0,0,1,0,0,0,0.31254445019507954,музыка
2422,тремоло,существительное,1,0,0,0,1,0,0,0,0.20287973082838495,музыка
2423,треугольник,существительное,1,0,1,0,0,0,0,0,14.552508259960371,форма
2425,треугольный,прилагательное,1,0,1,0,0,0,0,0,6.579883162001675,форма
2429,трогание,существительное,1,1,0,0,0,0,0,0,0.3728600458467615,осязание
2430,трубить,глагол,1,0,0,0,1,0,0,0,3.7889160541192974,музыка
2440,тугой,прилагательное,0,1,0,0,1,1,0,0,14.634756799485391,вещество
2450,тупой,прилагательное,1,1,0,0,0,0,1,0,22.070024772547285,осязание
2452,тупой-тупой,прилагательное,1,1,0,0,0,0,1,0,0.04386588774667783,осязание
2453,тупоконечный,прилагательное,0,1,1,0,0,0,0,0,0.04386588774667783,форма
2456,тускло,наречие,1,0,1,0,0,0,0,0,5.927378081769842,свет
2459,тускло-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2460,тускло-серый,прилагательное,1,0,1,0,0,0,0,0,0.08773177549335566,цвет
2461,тускловатый,прилагательное,1,0,1,0,0,0,0,0,0.32899415810008376,свет
2462,тусклый,прилагательное,1,0,1,0,0,0,0,0,15.51207455441895,свет
2463,тухлый,прилагательное,0,0,0,1,0,1,0,0,2.363274702352268,вонь
2464,тухлятинка,существительное,0,0,0,1,0,1,0,0,0.032899415810008374,вонь
2469,тягучесть,существительное,0,1,0,1,1,1,0,0,0.1315976632400335,вещество
2470,тягучий,прилагательное,0,1,0,1,1,1,0,0,4.792348236324553,вещество
2507,узенький,прилагательное,1,0,1,0,0,0,0,0,6.245405767933256,форма
2511,узкий,прилагательное,1,0,1,0,0,0,0,0,90.391144937998,форма
2513,узкий-узкий,прилагательное,1,0,1,0,0,0,0,0,0.06031559565168203,форма
2514,узко,наречие,1,0,1,0,0,0,0,0,1.8917164090754817,форма
2517,узковато,наречие,1,0,1,0,0,0,0,0,0.06031559565168203,форма
2519,узковатый,прилагательное,1,0,1,0,0,0,0,0,0.383826517783431,форма
2534,ультрамариновый,прилагательное,1,0,1,0,0,0,1,0,0.3070612142267448,цвет
2535,ультрамягкий,прилагательное,0,1,1,1,1,1,0,0,0.04386588774667783,осязание
2538,унисон,существительное,1,0,0,0,1,0,0,0,2.001381128442176,музыка
2576,фиалковый,прилагательное,0,0,1,0,0,1,1,0,0.5702565407068118,цвет
2577,фимиам,существительное,1,0,0,0,0,1,0,0,0.7292703837885189,запах
2578,фиолетовый,прилагательное,1,0,1,0,0,0,0,0,12.600476255233207,цвет
2581,фисташковый,прилагательное,0,0,1,1,0,1,1,0,0.6031559565168202,цвет
2589,форма,существительное,1,0,1,0,0,0,0,0,356.8983459429392,форма
2595,хаки,прилагательное,1,0,1,0,0,0,0,0,1.1185801375402846,цвет
2598,хладно,наречие,1,1,0,0,0,0,0,0,0.054832359683347286,температура
2599,хладный,прилагательное,1,1,0,0,0,0,0,0,0.7018542039468453,температура
2600,хлипкий,прилагательное,0,1,1,0,0,0,0,0,2.7196850402940256,форма
2601,хлипко,наречие,0,1,1,0,0,0,0,0,0.032899415810008374,форма
2602,хлипкость,существительное,0,1,1,0,0,0,0,0,0.06031559565168203,форма
2605,хлюпкий,прилагательное,0,1,1,0,0,0,0,0,0.054832359683347286,форма
2608,холод,существительное,1,1,0,0,0,0,0,0,48.647269511065716,температура
2610,холодить,глагол,1,1,0,0,0,0,0,0,1.9958978924738415,температура
2611,холодненький,прилагательное,1,1,0,0,0,0,0,0,0.4496253494034478,температура
2619,холодно,наречие,1,1,0,0,0,0,0,0,37.80691200166795,температура
2621,холодный,прилагательное,1,1,0,0,0,0,0,0,103.45221301457133,температура
2627,хрупкий,прилагательное,0,1,1,0,1,0,0,0,17.337992131874415,осязание
2631,хрупкость,существительное,0,1,1,0,1,0,0,0,2.012347600378846,осязание
2632,хрусткий,прилагательное,1,1,0,0,0,0,0,0,0.8553848110602178,осязание
2652,цвет,существительное,1,0,1,0,0,0,0,0,169.11944697134805,цвет
2654,цветастый,прилагательное,1,0,1,0,0,0,0,0,3.7779495821826283,цвет
2657,цветной,прилагательное,1,0,1,0,0,0,0,0,42.177051068430735,цвет
2664,червонный,прилагательное,1,0,1,0,0,0,0,0,1.1624460252869626,цвет
2669,черно-серый,прилагательное,1,0,1,0,0,0,0,0,0.2960947422900754,цвет
2672,черноватый,прилагательное,1,0,1,0,0,0,0,0,0.35641033794175736,цвет
2679,черным-черно,наречие,1,0,1,0,0,0,0,0,0.13708089920836825,цвет
2700,чуточный,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,размер
2709,шаровидный,прилагательное,1,0,1,0,0,0,0,0,0.8882842268702261,форма
2710,шаровой,прилагательное,1,0,1,0,0,0,0,0,3.64086868297426,форма
2712,шарообразный,прилагательное,1,0,1,0,0,0,0,0,1.1185801375402846,форма
2717,шафранный,прилагательное,1,0,1,0,0,0,1,0,0.2083629667967197,цвет
2718,шафрановый,прилагательное,1,0,1,0,0,0,1,0,0.27964503438507116,цвет
2721,шелковистость,существительное,1,1,0,0,0,0,0,0,0.15901384308170713,осязание
2722,шелковистый,прилагательное,1,1,0,0,0,0,0,0,2.264576454922243,осязание
2726,шероховатость,существительное,1,1,0,0,0,0,0,0,1.535306071133724,осязание
2727,шероховатый,прилагательное,1,1,0,0,0,0,0,0,1.5298228351653893,осязание
2729,шершавость,существительное,1,1,0,0,0,0,0,0,0.20287973082838495,осязание
2730,шершавый,прилагательное,1,1,0,0,0,0,0,боль,6.996609095595114,осязание
2731,шибать,глагол,1,0,0,0,0,1,1,0,0.6196056644218244,запах
2738,широкий,прилагательное,1,0,1,0,0,0,0,0,196.62335858851506,размер
2741,широко,наречие,1,0,1,0,0,0,0,0,65.65626748484004,размер
2743,широко-широко,наречие,1,0,1,0,0,0,0,0,0.054832359683347286,размер
2751,широченный,прилагательное,1,0,1,0,0,0,0,0,2.9225647711224108,размер
2756,шоколадно-коричневый,прилагательное,1,0,1,0,0,0,1,0,0.0383826517783431,цвет
2762,шум,существительное,1,0,0,0,1,0,0,0,72.59256098478347,звучать
2763,шуметь,глагол,1,0,0,0,1,0,0,0,25.875390534571586,звучать
2772,щупать,глагол,1,1,0,0,0,0,0,0,4.106943740282712,осязание
2778,эбонитовый,прилагательное,1,0,1,0,0,0,1,0,0.3728600458467615,цвет
2784,эхо,существительное,1,0,0,0,1,0,0,0,16.065881387220756,звучать
2787,ядовито-красный,прилагательное,1,0,1,0,0,0,0,0,0.06579883162001675,цвет
2788,ядовито-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2789,ядовито-розовый,прилагательное,1,0,1,0,0,0,0,0,0.054832359683347286,цвет
2790,ядовито-синий,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2794,яркий,прилагательное,0,0,1,1,1,1,0,0,106.04578362759366,яркость
2795,ярко,наречие,0,0,1,1,1,1,0,0,30.94738380528121,яркость
2796,ярко-белый,прилагательное,1,0,1,0,0,0,0,0,0.586706248611816,цвет
2797,ярко-голубой,прилагательное,1,0,1,0,0,0,0,0,0.8224853952502094,цвет
2800,ярко-золотой,прилагательное,1,0,1,0,0,0,0,0,0.04386588774667783,цвет
2801,ярко-красный,прилагательное,1,0,1,0,0,0,0,0,3.8711645936443184,цвет
2803,ярко-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.7237871478201843,цвет
2804,ярко-розовый,прилагательное,1,0,1,0,0,0,0,0,0.6579883162001675,цвет
2805,ярко-синий,прилагательное,1,0,1,0,0,0,0,0,1.5188563632287198,цвет
2806,ярко-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.07128206758835147,цвет
2808,яркость,существительное,0,0,1,1,1,1,1,0,7.764262131161977,яркость
